311	6	1	1	 HR2415	 Failed	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): SANFORD OF SOUTH CAROLINA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
312	6	6	0	 HR2415	 Failed	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): PAUL OF TEXAS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
313	6	1	1	 HRES253	 Passed	 Providing for consideration of H.R. 1995; Teacher Empowerment Act	 On Agreeing to the Resolution	 H RES 253 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 1995; TEACHER EMPOWERMENT ACT										
314	1	1	0	 HR1995	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 1995 AUTHOR(S): GOODLING OF PENNSYLVANIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TEACHER EMPOWERMENT ACT										
315	1	6	1	 HR1995	 Failed	 nan	 On Agreeing to the Amendment	 H R 1995 AUTHOR(S): MINK OF HAWAII AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TEACHER EMPOWERMENT ACT										
316	1	1	0	 HR1995	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 1995 AUTHOR(S): CROWLEY OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TEACHER EMPOWERMENT ACT										
317	1	6	1	 HR1995	 Failed	 nan	 On Agreeing to the Amendment	 H R 1995 AUTHOR(S): MARTINEZ OF CALIFORNIA SUBSTITUTE AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TEACHER EMPOWERMENT ACT										
318	6	1	1	 HR1995	 Passed	 Teacher Empowerment Act	 On Passage	 H R 1995 QUESTION: ON PASSAGE TEACHER EMPOWERMENT ACT										
319	6	1	1	 HR2415	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): GILMAN OF NEW YORK AMENDMENT (AS MODIFIED) QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
320	6	6	0	 HR2415	 Failed	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): SANDERS OF VERMONT AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
321	1	1	0	 HR2415	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): GIBBONS OF NEVADA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
322	6	1	1	 HR2415	 Failed	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): GOODLING OF PENNSYLVANIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
323	6	1	1	 HR2415	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): STEARNS OF FLORIDA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
324	1	6	1	 HR2415	 Failed	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): WATERS OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
325	1	1	0	 HR2415	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): BILBRAY OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
326	1	1	0	 HR2415	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): DOGGETT OF TEXAS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
327	1	1	0	 HR2415	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2415 AUTHOR(S): ENGEL OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO ENHANCE SECURITY OF UNITED STATES MISSIONS AND PERSONNEL OVERSEAS	 TO AUTHORIZE APPROPRIATIONS FOR THE DEPARTMENT OF STATE FOR F.Y. 2000									
328	6	1	1	 HRES256	 Passed	 Providing for consideration of H.R. 2488; Financial Freedom Act of 1999	 On Agreeing to the Resolution	 as amended	 H RES 256 QUESTION: ON AGREEING TO THE RESOLUTION	 AS AMENDED PROVIDING FOR CONSIDERATION OF H.R. 2488; FINANCIAL FREEDOM ACT OF 1999								
329	1	6	1	 HR2488	 Failed	 nan	 On Agreeing to the Amendment	 H R 2488 AUTHOR(S): RANGEL OF NEW YORK SUBSTITUTE AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FINANCIAL FREEDOM ACT OF 1999										
330	1	6	1	 HR2488	 Failed	 Financial Freedom Act of 1999	 On Motion to Recommit with Instructions	 H R 2488 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS FINANCIAL FREEDOM ACT OF 1999										
331	6	1	1	 HR2488	 Passed	 Financial Freedom Act of 1999	 On Passage	 H R 2488 QUESTION: ON PASSAGE FINANCIAL FREEDOM ACT OF 1999										
332	1	1	0	 HR2561	 Passed	 Department of Defense Appropriations for F.Y. 2000	 On Passage	 H R 2561 QUESTION: ON PASSAGE DEPARTMENT OF DEFENSE APPROPRIATIONS FOR F.Y. 2000										
333	1	6	1	 HR1074	 Failed	 nan	 On Agreeing to the Amendment	 H R 1074 AUTHOR(S): HOEFFEL OF PENNSYLVANIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT REGULATORY RIGHT-TO-KNOW ACT OF 1999										
334	6	1	1	 HR1074	 Passed	 Regulatory Right-to-Know Act of 1999	 On Passage	 H R 1074 QUESTION: ON PASSAGE REGULATORY RIGHT-TO-KNOW ACT OF 1999										
335	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
336	6	6	0	 HJRES57	 Failed	 Disapprove Normal Trade Relations with China	 On Passage	 H J RES 57 QUESTION: ON PASSAGE DISAPPROVE NORMAL TRADE RELATIONS WITH CHINA										
337	6	1	1	 HRES260	 Passed	 Providing for consideration of H.R. 2587; District of Columbia Appropriations Act	2000	 On Agreeing to the Resolution	 H RES 260 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 2587; DISTRICT OF COLUMBIA APPROPRIATIONS ACT	2000								
338	1	1	0	 HR2605	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2605 AUTHOR(S): BOEHLERT OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT ENERGY AND WATER APPROPRIATIONS ACT	2000									
339	1	6	1	 HR2605	 Failed	 nan	 On Agreeing to the Amendment	 H R 2605 AUTHOR(S): VISCLOSKY OF INDIANA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT ENERGY AND WATER APPROPRIATIONS ACT	2000									
340	1	1	0	 HR2605	 Passed	 Energy and Water Appropriations Act	2000	 On Passage	 H R 2605 QUESTION: ON PASSAGE ENERGY AND WATER APPROPRIATIONS ACT	2000								
341	1	1	0	 HR2465	 Passed	 Military Construction Appropriations Act	 FY 2000	 On Agreeing to the Conference Report	 H R 2465 QUESTION: ON AGREEING TO THE CONFERENCE REPORT MILITARY CONSTRUCTION APPROPRIATIONS ACT	 FY 2000								
342	6	1	1	 HR2587	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2587 AUTHOR(S): TIAHRT OF KANSAS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DISTRICT OF COLUMBIA APPROPRIATIONS ACT	2000									
343	1	6	1	 HR2587	 Failed	 nan	 On Agreeing to the Amendment	 H R 2587 AUTHOR(S): NORTON OF THE DISTRICT OF COLUMBIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DISTRICT OF COLUMBIA APPROPRIATIONS ACT	2000									
344	6	1	1	 HR2587	 Failed	 nan	 On Agreeing to the Amendment	 H R 2587 AUTHOR(S): LARGENT OF OKLAHOMA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DISTRICT OF COLUMBIA APPROPRIATIONS ACT	2000									
345	1	1	0	 HR2587	 Passed	 District of Columbia Appropriations Act	2000	 On Passage	 H R 2587 QUESTION: ON PASSAGE DISTRICT OF COLUMBIA APPROPRIATIONS ACT	2000								
346	6	1	1	 HRES263	 Passed	 Providing for consideration of H.R. 2606; Foreign Operations Appropriations Act	2000	 On Agreeing to the Resolution	 H RES 263 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 2606; FOREIGN OPERATIONS APPROPRIATIONS ACT	2000								
347	6	1	1	 HR2606	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2606 AUTHOR(S): SMITH OF NEW JERSEY AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS ACT	 FY 2000									
348	1	6	1	 HR2606	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2606 AUTHOR(S): GREENWOOD OF PENNSYLVANIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS ACT	 FY 2000									
349	6	6	0	 HR2606	 Failed	 nan	 On Agreeing to the Amendment	 H R 2606 AUTHOR(S): CAMPBELL OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS ACT	 FY 2000									
350	1	6	1	 HR2606	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2606 AUTHOR(S): MOAKLEY OF MASSACHUSETTS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS ACT	 FY 2000									
351	6	1	1	 HR2606	 Failed	 nan	 On Agreeing to the Amendment	 H R 2606 AUTHOR(S): PITTS OF PENNSYLVANIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS ACT	 FY 2000									
352	1	1	0	 HR1501	 Passed	 Consequences for Juvenile Offenders Act	 On Motion to Instruct Conferees	 H R 1501 QUESTION: ON MOTION TO INSTRUCT CONFEREES CONSEQUENCES FOR JUVENILE OFFENDERS ACT										
353	1	6	1	 S900	 Passed	 Financial Services Modernization Act	 On Motion to Instruct Conferees	 S 900 QUESTION: ON MOTION TO INSTRUCT CONFEREES FINANCIAL SERVICES MODERNIZATION ACT										
354	1	6	1	 HR2488	 Failed	 Financial Freedom Act of 1999	 On Motion to Instruct Conferees	 H R 2488 QUESTION: ON MOTION TO INSTRUCT CONFEREES FINANCIAL FREEDOM ACT OF 1999										
355	1	1	0	 HR747	 Passed	 Arizona Statehood and Enabling Act Amendments	 On Motion to Suspend the Rules and Pass	 H R 747 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS ARIZONA STATEHOOD AND ENABLING ACT AMENDMENTS										
356	1	1	0	 HR1219	 Passed	 Construction Industry Payment Protection Act	 On Motion to Suspend the Rules and Pass	 as Amended	 H R 1219 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED CONSTRUCTION INDUSTRY PAYMENT PROTECTION ACT								
357	6	6	0	 HR2606	 Failed	 nan	 On Agreeing to the Amendment	 H R 2606 AUTHOR(S): ANDREWS OF NEW JERSEY AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS ACT	 FY 2000									
358	6	1	1	 HR2606	 Failed	 nan	 On Agreeing to the Amendment	 H R 2606 AUTHOR(S): PAUL OF TEXAS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS ACT	 FY 2000									
359	6	6	0	 HR2606	 Failed	 nan	 On Agreeing to the Amendment	 H R 2606 AUTHOR(S): PAUL OF TEXAS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS ACT	 FY 2000									
360	1	1	0	 HR2606	 Passed	 Foreign Operations Appropriations Act	 FY 2000	 On Passage	 H R 2606 QUESTION: ON PASSAGE FOREIGN OPERATIONS APPROPRIATIONS ACT	 FY 2000								
361	1	1	0	 HR2031	 Passed	 Twenty-First Amendment Enforcement Act	 On Engrossment and Third Reading	 H R 2031 QUESTION: ON ENGROSSMENT AND THIRD READING TWENTY-FIRST AMENDMENT ENFORCEMENT ACT										
362	1	1	0	 HR2031	 Passed	 Twenty-First Amendment Enforcement Act	 On Passage	 H R 2031 QUESTION: ON PASSAGE TWENTY-FIRST AMENDMENT ENFORCEMENT ACT										
363	6	6	0	 HJRES58	 Failed	 Disapproving the extension of the waiver authority contained in section 402(c) of the Trade Act of 1974 with respect to Vietnam.	 On Passage	 H J RES 58 QUESTION: ON PASSAGE DISAPPROVING THE EXTENSION OF THE WAIVER AUTHORITY CONTAINED IN SECTION 402(C) OF THE TRADE ACT OF 1974 WITH RESPECT TO VIETNAM.										
364	6	1	1	 HR987	 Passed	 Workplace Preservation Act	 On Passage	 H R 987 QUESTION: ON PASSAGE WORKPLACE PRESERVATION ACT										
365	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
366	1	1	0	 HR1907	 Passed	 American Inventors Protection Act	 On Motion to Suspend the Rules and Pass	 as Amended	 H R 1907 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED AMERICAN INVENTORS PROTECTION ACT								
367	6	1	1	 HRES273	 Passed	 Providing for consideration of H.R. 2670; Departments of Commerce	 Justice	 and State	 the Judiciary	 and Related Agencies Appropriations Act	 FY 2000	 On Agreeing to the Resolution	 H RES 273 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 2670; DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000
368	1	6	1	 HR2670	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2670 AUTHOR(S): SERRANO OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT										
369	1	6	1	 HR2670	 Failed	 Departments of Commerce	 Justice	 and State	 the Judiciary	 and Related Agencies Appropriations Act	 FY 2000	 On Motion that the Committee Rise	 H R 2670 QUESTION: ON MOTION THAT THE COMMITTEE RISE DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000
370	1	6	1	 HR2670	 Failed	 nan	 On Agreeing to the Amendment	 H R 2670 AUTHOR(S): SCOTT OF VIRGINIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000					
371	1	6	1	 HR2670	 Failed	 nan	 On Agreeing to the Amendment	 H R 2670 AUTHOR(S): DEGETTE OF COLORADO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000					
372	6	6	0	 HR2670	 Failed	 nan	 On Agreeing to the Amendment	 H R 2670 AUTHOR(S): COBURN OF OKLAHOMA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000					
373	1	6	1	 HR1664	 Passed	 Kosovo and Southwest Asia Supplemental Appropriations Act	1999	 On Agreeing to the Senate Amendments	 H R 1664 QUESTION: ON AGREEING TO THE SENATE AMENDMENTS KOSOVO AND SOUTHWEST ASIA SUPPLEMENTAL APPROPRIATIONS ACT	1999								
374	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
375	6	1	1	 HRES274	 Passed	 Waiving points of order against the conference report to accompany H.R. 2488; Financial Freedom Act	 On Agreeing to the Resolution	 H RES 274 QUESTION: ON AGREEING TO THE RESOLUTION WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT TO ACCOMPANY H.R. 2488; FINANCIAL FREEDOM ACT										
376	1	6	1	 HR2488	 Failed	 Financial Freedom Act of 1999	 On Motion to Recommit with Instructions	 H R 2488 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS FINANCIAL FREEDOM ACT OF 1999										
377	6	1	1	 HR2488	 Passed	 Financial Freedom Act of 1999	 On Agreeing to the Conference Report	 H R 2488 QUESTION: ON AGREEING TO THE CONFERENCE REPORT FINANCIAL FREEDOM ACT OF 1999										
378	1	6	1	 HR2670	 Failed	 nan	 On Agreeing to the Amendment	 H R 2670 AUTHOR(S): HALL OF OHIO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000					
379	6	6	0	 HR2670	 Failed	 nan	 On Agreeing to the Amendment	 H R 2670 AUTHOR(S): BASS OF NEW HAMPSHIRE AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000					
380	1	6	1	 HR2670	 Failed	 nan	 On Agreeing to the Amendment	 H R 2670 AUTHOR(S): GEORGE MILLER OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000					
381	6	1	1	 HR2670	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2670 AUTHOR(S): HAYWORTH OF ARIZONA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000					
382	1	1	0	 HR2670	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2670 AUTHOR(S): TAUZIN OF LOUISIANA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000					
383	1	6	1	 HR2670	 Failed	 nan	 On Agreeing to the Amendment	 H R 2670 AUTHOR(S): KUCINICH OF OHIO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000					
384	1	6	1	 HR2670	 Failed	 Departments of Commerce	 Justice	 and State	 the Judiciary	 and Related Agencies Appropriations Act	 FY 2000	 On Motion to Recommit with Instructions	 H R 2670 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000
385	6	1	1	 HR2670	 Passed	 Departments of Commerce	 Justice	 and State	 the Judiciary	 and Related Agencies Appropriations Act	 FY 2000	 On Passage	 H R 2670 QUESTION: ON PASSAGE DEPARTMENTS OF COMMERCE	 JUSTICE	 AND STATE	 THE JUDICIARY	 AND RELATED AGENCIES APPROPRIATIONS ACT	 FY 2000
386	6	1	1	 HRES275	 Passed	 Providing for consideration of H.R. 2684; V.A.	 HUD Appropriations for F.Y. 2000	 On Ordering the Previous Question	 H RES 275 QUESTION: ON ORDERING THE PREVIOUS QUESTION PROVIDING FOR CONSIDERATION OF H.R. 2684; V.A.	 HUD APPROPRIATIONS FOR F.Y. 2000								
387	1	1	0	 HR1905	 Passed	 Legislative Branch Appropriations Act for FY 2000	 On Agreeing to the Conference Report	 H R 1905 QUESTION: ON AGREEING TO THE CONFERENCE REPORT LEGISLATIVE BRANCH APPROPRIATIONS ACT FOR FY 2000										
388	6	1	1	 nan	 Passed	 nan	 Sustaining Ruling of the Chair	 MOTION QUESTION: SUSTAINING RULING OF THE CHAIR										
389	6	1	1	 HR2684	 Failed	 nan	 On Agreeing to the Amendment	 H R 2684 AUTHOR(S): CUNNINGHAM OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000									
390	6	6	0	 HR2684	 Failed	 nan	 On Agreeing to the Amendment	 H R 2684 AUTHOR(S): ROEMER OF INDIANA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000									
391	1	6	1	 HR2684	 Failed	 nan	 On Agreeing to the Amendment	 H R 2684 AUTHOR(S): NADLER OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000									
392	1	6	1	 HR2684	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2684 AUTHOR(S): NADLER OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000									
393	6	1	1	 HR2684	 Failed	 nan	 On Agreeing to the Amendment	 H R 2684 AUTHOR(S): ROGAN OF CALIFORNIA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000									
394	1	6	1	 HR2684	 Failed	 nan	 On Agreeing to the Amendment	 H R 2684 AUTHOR(S): GUTIERREZ OF ILLINOIS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000									
395	6	1	1	 HRES281	 Passed	 Providing for consideration of a motion to suspend the rules	 On Agreeing to the Resolution	 H RES 281 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF A MOTION TO SUSPEND THE RULES										
396	1	1	0	 HCONRES180	 Passed	 Expressing the sense of Congress that the President should not have granted clemency to terrorists	 On Motion to Suspend the Rules and Agree	 as Amended	 H CON RES 180 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE	 AS AMENDED EXPRESSING THE SENSE OF CONGRESS THAT THE PRESIDENT SHOULD NOT HAVE GRANTED CLEMENCY TO TERRORISTS								
397	6	6	0	 HR2684	 Failed	 nan	 On Agreeing to the Amendment	 H R 2684 AUTHOR(S): SMITH OF MICHIGAN AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000									
398	6	6	0	 HR2684	 Failed	 nan	 On Agreeing to the Amendment	 H R 2684 AUTHOR(S): HINCHEY OF NEW YORK AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000									
399	1	1	0	 HR2684	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 2684 AUTHOR(S): TANCREDO OF COLORADO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000									
400	1	6	1	 HR2684	 Failed	 Veterans Affairs and Housing and Urban Development and Independent Agencies Appropriations Act	2000	 On Motion to Recommit with Instructions	 H R 2684 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000								
401	6	1	1	 HR2684	 Passed	 Veterans Affairs and Housing and Urban Development and Independent Agencies Appropriations Act	2000	 On Passage	 H R 2684 QUESTION: ON PASSAGE VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT AND INDEPENDENT AGENCIES APPROPRIATIONS ACT	2000								
402	6	1	1	 HR2587	 Passed	 District of Columbia Appropriations Act	2000	 On Agreeing to the Conference Report	 H R 2587 QUESTION: ON AGREEING TO THE CONFERENCE REPORT DISTRICT OF COLUMBIA APPROPRIATIONS ACT	2000								
403	1	1	0	 HR2561	 Passed	 Department of Defense Appropriations for F.Y. 2000	 On Closing Portions of the Conference	 H R 2561 QUESTION: ON CLOSING PORTIONS OF THE CONFERENCE DEPARTMENT OF DEFENSE APPROPRIATIONS FOR F.Y. 2000										
